Arttırılabilir Azami Bellek,Bağlantılar,Bağlantılar (İkincil),Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Okula Dönüş,Optik Sürücü Tipi,Panel Tipi,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,SSD Teknolojisi,Soket Tipi,Temel İşlemci Hızı (GHz),Çözünürlük,Çözünürlük Standartı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi,url,price,marka
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,16 GB,DDR5,Siyah,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Free Dos,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-16gb-512gb-ssd-rtx4070-8gb-15-6-fhd-fdos-fa507xi-lp042-p-757129876,58.217 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,64 GB,DDR5,Siyah,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Free Dos,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-64gb-512gb-ssd-rtx4070-8gb-15-6-fhd-fdos-fa507xi-lp042-p-757106773,64.199 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,32 GB,DDR5,Siyah,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Windows,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-32gb-512gb-ssd-rtx4070-8gb-15-6-fhd-w11home-fa507xi-lp042-p-756883772,61.417 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,64 GB,DDR5,Siyah,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Windows,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-64gb-512gb-ssd-rtx4070-8gb-15-6-fhd-w11-pro-fa507xi-lp042-p-756883373,66.990 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,16 GB,DDR5,Siyah,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Windows,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-16gb-1tb-ssd-rtx4070-8gb-15-6-fhd-w11home-fa507xi-lp042-p-756871051,61.417 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,32 GB,DDR5,Siyah,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Windows,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-32gb-1tb-ssd-rtx4070-8gb-15-6-fhd-w11home-fa507xi-lp042-p-756870243,63.352 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,16 GB,DDR5,Siyah,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Windows,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-16gb-1tb-ssd-rtx4070-8gb-15-6-fhd-w11-pro-fa507xi-lp042-p-756867991,62.724 TL,ASUS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-16gb-512gb-ssd-rtx4070-8gb-15-6-fhd-w11-pro-fa507xi-lp042-p-756864711,60.748 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,32 GB,DDR5,Siyah,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Free Dos,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-32gb-512gb-ssd-rtx4070-8gb-15-6-fhd-fdos-fa507xi-lp042-p-756836073,60.111 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,32 GB,DDR5,Siyah,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Windows,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-32gb-2tb-ssd-rtx4070-8gb-15-6-fhd-w11-pro-fa507xi-lp042-p-756819488,66.855 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,32 GB,DDR5,Siyah,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Windows,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-ryzen-9-7940hs-32gb-1tb-ssd-rtx4070-8gb-15-6-fhd-w11-pro-fa507xi-lp042-p-756804758,64.700 TL,ASUS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//hp/victus-15-fa1028nt-i7-13700h-32gb-512gb-ssd-rtx3050-6gb-fdos-15-6-144hz-fhd-7n9v0ea-p-674178983,35.926 TL,HP
,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe,Oyun,5.0,,,,32 GB,DDR4,Metalik,512 GB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-15-fa1028nt-i7-13700h-32gb-512gb-ssd-rtx3050-6gb-w11p15-6-144hz-fhd-7n9v0ea-p-674176357,37.488 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),Oyun,,,,IPS,32 GB,DDR4,Mavi,512 GB,,,,1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12,Free Dos,,https://www.trendyol.com//hp/victus-15-fa1033nt-7n9v2ea02-i5-13500h-32gb-512ssd-rtx4050-15-6-fullhd-freedos-tasinabilir-bilgi-p-735139386,34.199 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,16 GB,DDR5,Gri,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-16gb-2tb-ssd-rtx4070-8gb-144hz-16-1-fhd-fdos-7p633ea-p-766501658,56.582 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-32gb-512gb-ssd-rtx4070-8gb-144hz-16-1-fhd-fdos-7p633ea-p-766489109,55.377 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-32gb-512gb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-pro-7p633ea-p-766486839,57.785 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gri,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-64gb-2tb-ssd-rtx4070-8gb-144hz-16-1-fhd-fdos-7p633ea-p-766324567,63.424 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-32gb-1tb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-pro-7p633ea-p-766319453,59.760 TL,HP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-16gb-1tb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-pro-7p633ea-p-766233242,57.785 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,16 GB,DDR5,Gri,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-16gb-512gb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-home-7p633ea-p-766232093,54.646 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gri,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-64gb-2tb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-pro-7p633ea-p-766096538,66.182 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gri,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-64gb-1tb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-pro-7p633ea-p-766093125,64.026 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gri,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-64gb-512gb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-pro-7p633ea-p-766076662,62.050 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-32gb-2tb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-pro-7p633ea-p-766076640,61.916 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,16 GB,DDR5,Gri,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-16gb-2tb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-pro-7p633ea-p-766074116,59.042 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,16 GB,DDR5,Gri,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-16gb-512gb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-pro-7p633ea-p-766072294,55.809 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-32gb-2tb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-home-7p633ea-p-766069130,60.626 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gri,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-64gb-512gb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-home-7p633ea-p-766069117,60.758 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-32gb-1tb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-home-7p633ea-p-766068038,58.515 TL,HP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-16gb-2tb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-home-7p633ea-p-766067143,57.812 TL,HP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-32gb-512gb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-home-7p633ea-p-766067050,56.581 TL,HP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-16gb-1tb-ssd-rtx4070-8gb-144hz-16-1-fhd-w11-home-7p633ea-p-766066353,56.581 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-32gb-2tb-ssd-rtx4070-8gb-144hz-16-1-fhd-fdos-7p633ea-p-766059128,59.336 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gri,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-64gb-512gb-ssd-rtx4070-8gb-144hz-16-1-fhd-fdos-7p633ea-p-766058256,59.465 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-32gb-1tb-ssd-rtx4070-8gb-144hz-16-1-fhd-fdos-7p633ea-p-766056534,57.270 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,16 GB,DDR5,Gri,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-16gb-1tb-ssd-rtx4070-8gb-144hz-16-1-fhd-fdos-7p633ea-p-766048580,55.377 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,16 GB,DDR5,Gri,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0008nt-i7-13700h-16gb-512gb-ssd-rtx4070-8gb-144hz-16-1-fhd-fdos-7p633ea-p-766042591,53.484 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,,,IPS,64 GB,DDR5,Siyah,2 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-64gb-2tb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11home-7z587ea-p-741163336,50.030 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,512 GB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-512gb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11pro-7p6c6ea-p-738175419,44.897 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,1 TB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-1tb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11pro-7p6c6ea-p-738174912,46.873 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,1 TB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-1tb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11home-7p6c6ea-p-738161279,45.897 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,2 TB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-2tb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11pro-7p6c6ea-p-738159279,49.029 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,512 GB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-512gb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11home-7p6c6ea-p-738154603,43.962 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,1 TB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-1tb-ssd-rtx3050-6gb-16-1-144hz-fhd-fdos-7p6c6ea-p-738142430,44.920 TL,HP
,HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,120 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,,,,IPS,32 GB,DDR5,Metalik,1 TB,,,,1920 x 1080,Full HD (FHD),7735HS,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//lenovo/ideapad-3-ryzen-7-7735hs-32gb-ddr5-1tb-ssd-6gb-rtx4050-15-6-inc-ips-fhd-fdos-g82sb00p4tr05-p-741804435,"42.499,98 TL",LENOVO
,HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,120 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,,,,IPS,64 GB,DDR5,Metalik,2 TB,,,,1920 x 1080,Full HD (FHD),7735HS,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//lenovo/ideapad-3-ryzen-7-7735hs-64gb-ddr5-2tb-ssd-6gb-rtx4050-15-6-inc-ips-fhd-fdos-g82sb00p4tr09-p-741804392,"47.499,98 TL",LENOVO
